Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
4dd3feece4cd6154148c0509,Iranian Hospital (المستشفى الإيراني),25.230393457501997,55.26914394990134,Hospital
4bf1866b52bda593a9a6b1b7,Emirates Hospital (مستشفى الامارات),25.19729252299091,55.23757020554184,Medical Center
4bbc29d93de8c9b654b79aad,Medcare Hospital (مستشفى ميدكير),25.18338701350705,55.24280221586729,Hospital
4b51a09af964a520245127e3,Dubai Healthcare City مدينة دبي الطبية,25.232799472836486,55.32172646143278,Hospital
5e2006c3e7117a0008c8038e,Fakih IVF - Dubai,25.2219634,55.2638264,Hospital
514705f3e4b0da934ca8ef83,Al Noor Polyclinic,25.229366321939413,55.27396376413697,Hospital
4de63ebb2271f377c2a53653,Aster Medical Centre,25.259672988109198,55.29404073366325,Hospital
4c612207de6920a1c98b9764,Moorfields Eye Hospital,25.234091168680397,55.31937230296999,Hospital
4bbc246bafe1b713fc21304b,Belhoul European Hospital,25.23743185102106,55.27502782512651,Hospital
4bb042bdf964a520b63e3ce3,International Modern Hospital,25.248569335988712,55.28324441584147,Hospital
5247b662498e7e99e88a6f75,مركز دبي للسكري-الجميرا,25.240015280520183,55.27226357491116,Hospital
4dabb41d43a1128197167cc1,Al Badaa Health Center مركز البدع الطبي,25.212265855938096,55.27218447252245,Hospital
4b5f4860f964a520d0b129e3,American Hospital (المستشفى الأمريكي),25.235375061958838,55.31289816119422,Hospital
4b77ebb3f964a520ccae2ee3,Al Safa Clinic / عيادة الصفا (عيادة الصفا),25.18963951458896,55.23871368597257,Hospital
4f92ef7de4b03330a9f2a29e,Latifa Hospital (مستشفى لطيفة),25.222362208564864,55.31782350562233,Hospital
50e12f4ce4b0e421f1a8f0a2,MediClinic Beach Road,25.241712248534053,55.27183178616551,Hospital
4bcbe78a0687ef3b8292decc,Mediclinic Welcare Hospital,25.247142279829745,55.33999627521479,Hospital
4be96b66d837c9b60862a606,Rashid Hospital (مستشفى راشد),25.24448057139894,55.31899589336527,Hospital
4c5812d22308be9a657d5a6c,Mediclinic City Hospital,25.23021531213559,55.32256708716505,Hospital
4f9bf32be4b0de6267893b8a,Mercato Clinic,25.217103301389646,55.25326691843586,Hospital
4eed70569911d70cb7dd3090,مستشفى الأمل Al Amal hospital,25.203058922163013,55.257956328204315,Hospital
5100dff7e4b0fe6706ae6129,المستشفى الدولي الحديث International Modern Hospital,25.24879680100153,55.28331270555221,Hospital
4c2715e0f1272d7f18b387c5,Al Mankhool Clinic عيادة المنخول,25.246734970487882,55.29233280995568,Hospital
51880507498e51f7855077d2,Aster Hospital,25.252670036291427,55.28607116085855,Hospital
4f49b319e4b0605e43d46e9f,Al Rafa Hospital,25.252820839042798,55.286778332888076,Hospital
54fc6668498e724a96dde616,Aster Hospital Mankhool,25.252152202041803,55.288687799985844,Hospital
4ff3dee8e4b01ead00c647cf,Aster Medical Center,25.191968303599328,55.263358370161,Hospital
4dea389bae60e9892351f5fd,Dr. Josephs Polyclinic,25.244776099891816,55.30000513750315,Hospital
4bd680a1cfa7b7131abd27da,Neuro Spinal Hospital,25.19709519800452,55.23788367376381,Hospital
58d0f49b28680475662fd00f,Emirates Hospitals Clinics,25.189254000000002,55.265443000000005,Hospital
535b7760498e3be0ff43ddb9,The Heart Center @ American Hospital,25.23536236534694,55.312677777360534,Hospital
5743b2c8498edc016c169870,Dr Sulaiman Al Habib Hospital,25.23241117554971,55.32092176347948,Hospital
4ee03f2d5c5ccf2191e162a9,Al Ittihad Medical Center,25.19406483071361,55.253024090599574,Hospital
4e52b1ee1f6e68a6b3f33a25,Genetic and Thalassemia Centre (Dubai Blood Donation Centre),25.223806343434006,55.31722565950291,Hospital
4d7b81f5cf3f3704f0c63c40,جناح البستان مستشفي الوصل,25.223537,55.31783299999999,Hospital
5a50c61d1b0ea50bb89dec87,Emirates Specialty Hospital,25.232144,55.317703,Hospital
51ab81cfabd8b444f69cc494,BR Medical Suites,25.233399767110594,55.318007469177246,Hospital
4f589c39e4b0ad7e15e40228,Al Garhoud Private Hospital,25.250405896886058,55.34284148862178,Hospital
4e269872483b329ccb3c3c8e,American Academy Of Cosmetic Surgery Hospital,25.23270372571802,55.3196007988249,Hospital
56e274c4498efa4a85b202a8,Medeor 24x7 Hospital,25.257457455403326,55.30651670911911,Hospital
55252f17498e5319aeff10e7,Medeor Hospital Dubai,25.25749974044161,55.306492350629895,Hospital
4b5441d0f964a520beb527e3,Dr. Sulaiman Al Habib Medical Clinic (مستشفى الدكتور سليمان الحبيب),25.23149775216172,55.320822681830336,Hospital
59df9f8f1c675b63dd32c177,"Emergency Unit , Habib Hospital",25.232478,55.320843999999994,Hospital
52f0eaba498e40662e9b5f6c,genesis perinatal care clinic,25.229558063822275,55.32211192059746,Hospital
51d24773498ed882574ad454,Physiotherapy Department,25.230488033383,55.32246295323288,Hospital
5646de10498e7e89057ef118,Intensive Care Unit @ Mediclinic City Hospital,25.23022110731232,55.3226330695714,Hospital
4e7ef6a930f8f0456a9b49b3,The City Hospital- VIP Unit,25.230329247987896,55.322621577826844,Hospital
516f8512e4b01048f01af223,Radiology Department,25.230264000000002,55.322662,Hospital
4ebdf012e3005ff928e17072,The City Hospital- Post Natal Ward,25.23066244210623,55.32293279914405,Hospital
4f9145d6e4b07f1dec7eeea9,The City Hospital,25.230188199851927,55.32322357622526,Hospital
5794af09498e58862f412af3,Mediclinic City Hospital (North wing),25.231732527926717,55.323143806354075,Hospital
538089d0498ebd1e8259b8ff,MedCare Pediatrics Clinic,25.19049650240127,55.23190839159462,Medical Center
4dcaaf83d16495ca5aefcd3c,Rashid Hospital Outpatient Department Cardio Unit,25.24482938424817,55.31931991176276,Hospital
52657f9411d2f11eb225f51a,Medcare Orthopaedics and Spine Hospital,25.17902810049439,55.247321368275955,Hospital
506d74e6e4b08e5133391b58,Rashid Hospital Ward 7,25.244858474879674,55.32000575470952,Hospital
4bed0a096e8c20a110d96f61,Belhoul Specialty Hospital,25.28060051120691,55.313216296545704,Hospital
535f5bae498e078ab6bc485c,Medcare Sports Physio & Rehab,25.177203566885108,55.24538561661744,Hospital
4edf2e4ff5b93f54c3ce24fe,Dr. Suad Lutfi Dermatology and Laser Clinic,25.232033465558796,55.32643242141052,Hospital
4dedb2a6ae6052cbed0d1a4f,Dr Amina Al Amiri Clinic,25.182522755826913,55.22555120207746,Hospital
5bf4e4b51f8ed6002c643ec3,Mediclinic Deira,25.251147,55.335196999999994,Hospital
50fe8907e4b03c6cc88da036,Al Tadawi Medical Center مركز التداوي الطبي,25.257071398164737,55.333700843681186,Hospital
4e785f5e1fc7f5ed0b999add,Welcare Hospital Paediatric Clinic,25.246663183873892,55.340221662543705,Hospital
4b7ccd68f964a520faa52fe3,Al Baraha Hospital,25.282107586117807,55.31926050829898,Hospital
4eddbbc86c2547bc669cb0e9,Al Baraha Hospital Accident/Emergency,25.283600162721115,55.31840726305007,Hospital
4c487010c047be9a5cb53379,Dubai Hospital (مستشفى دبي),25.284786982424816,55.32164454460144,Hospital
4d6a6468342b8cfa5c46d62c,Canadian Specialist Hospital,25.27770132179123,55.3486195170754,Hospital
4e760ab61495be517161e9a3,New Medical Centre Hospital,25.276489411797108,55.346142041921404,Hospital
4ed115b1e3007feb7e440099,المستشفي الكندي التخصصي,25.277453819552264,55.34858377607362,Hospital
4be6b6022468c9282e9a0143,NMC Speciality Hospital,25.290143555035147,55.36940491119607,Hospital
572dd3cf498e602b455b670c,Thumbay Hospital,25.281582,55.366714,Hospital
51bc3f5d498ecc570037e408,Prime Hospital,25.249593939372115,55.34555785710637,Hospital
4e49f85218a83cda37d6c0a1,Zulekha Hospital,25.281135939538608,55.37813853263589,Hospital
5061c95ae4b0f6baefba6675,W Wilson Hospital,25.308469586815608,55.37100016396948,Hospital
53f0305a498eeae48480ded0,New Hope IVF,25.319800964402308,55.363927219389794,Hospital
4d8cb97b5091a1cd5fbb6601,Al Tuwar,25.272876654858784,55.366386518604486,Hospital
4c37226e1e06d13a7f51753e,Zulekha Hospital,25.291293142390852,55.38410856550144,Hospital
4c0c76f52466a5939d307621,Al Khalidiya Health Center,25.332679636082894,55.36675848935977,Hospital
4d9201055f33b1f767057a7e,Welcare Clinic,25.28237733089918,55.3886445114894,Medical Center
4dc0217f4df0f8fd6b958571,Sawsan medical center,25.25011654345809,55.46600298819502,Hospital
4e53d18222711d4da5c0aa7c,دار رعاية المسنين,25.288975196900438,55.49670149576824,Hospital
57b710f5498e86a9b133edad,Medcare Women & Children Hospital,25.16099197566514,55.230463475214,Hospital
5c08f7ad835c9a0039497958,Dr. Sulaiman Al Habib Medical Centre,25.154484,55.226234,Hospital
4d2ace9f915fa093ded2110a,Wooridul Spine Centre,25.15320441867145,55.225749202832596,Hospital
4c6d02a2f2846dcb6b5d64e9,Dubai London Speciality Hospital,25.152915278589177,55.20153402214841,Hospital
51a1df79501987a82027628e,burjeel hospital for advance surgeries-tarabichis center,25.146749466324238,55.223494813509404,Hospital
51a34cb7498ea3d3f1ea738c,Um Suqeim Clinic,25.160457317796446,55.207346894618865,Hospital
4c4681961ddec928e5d99a32,Al Safa Vet Clinic,25.14817682110541,55.2104103416679,Hospital
59d42bbae97dfb441e92c531,Lever Electric LLC,25.13579656634583,55.247108208789776,Hospital
4d7f94ea87003704a2998799,Medcare Medical Center,25.16442355751905,55.212193807349436,Medical Center
5c5290a6894eac0038700f8d,Kings College Hospital London Medical Centre Jumeirah,25.11277,55.254518000000004,Hospital
5cb2d03ac97f2800396be0e9,King’s College Hospital - Dubai Hills,25.112392,55.254775,Hospital
4e9a9e77f790b2a9195e8bee,Al Noor Polyclinic,25.232700859726034,55.38397503074336,Hospital
4d21faa36e8c3704788c07a0,Nadd Al Hamar Health Center مركز ند الحمر الصحي,25.199368182305573,55.37884291930172,Hospital
520b88e311d2800af557fc26,Mediclinic,25.225229903651552,55.425727190492935,Hospital
4fd4423de4b0d1424076aee6,Primary Health Center,25.242171,55.420053,Hospital
4d984ae60caaa14301e8a8b3,Welcare Clinic,25.22501049951145,55.42534973542249,Hospital
4e27f1f2315171a3be0e7699,Prime Medical Center,25.234039065648908,55.435261259949684,Hospital
4cec9e423b03f04d76ed2fdc,Prime Medical Centre Mirdif,25.234033986601247,55.435307929819906,Hospital
5dedce89e427d600089534a5,MVR Cancer Centre LLC,25.252429,55.342995900000005,Hospital
4d5fe7a89f67f04d2f2a72fb,Al Rafa Poly Clinic,25.16841216870245,55.40324366071718,Hospital
569d1dcc498e2f396649e49b,Aster Medical Center Barsha South,25.09009771259248,55.22801399230957,Hospital
509600cae4b0b68d68dc110f,Al Barsha Health Center (مركز البرشاء الصحي),25.09756075523087,55.202467892840396,Hospital
4f60560ae4b0f492ad45ba5f,Nad Al Shiba Clinic  عيادة ند الشبا,25.155765873698073,55.32361796630796,Hospital
4def54cbae609ae4fa451e1e,JAFZA Medical Center,24.957048,55.05765699999999,Hospital
4eddc9ba9a5286d923587203,Dubai Hospital Accident/Emergency,25.28518217124381,55.3209359716949,Hospital
4dabc1180437dccbd824f002,LHC,24.931879711035837,55.47446375126735,Hospital
5ba74a8e603d2a002c4e2b72,Dubai Camel Hospital,24.967714,55.490958,Hospital
56d520a1498e222d306f75a5,مركز تعزيز صحة الأسرة,25.301514,55.539502,Hospital
4d726f36f7c38cfadea7a63d,NMC @ Sharjah,25.33913166660012,55.38593683063803,Hospital
4e020c4ed22db37fb02a0505,New Medical Center,25.342804477422114,55.38567284364474,Hospital
5922a3526eda022785cc4b24,Medcare Hospital,25.3411,55.38878100000001,Hospital
4c3e0c221ef0d13aa4c19180,Al Zahra Hospital (مستشفى الزهراء),25.36018175051979,55.394221882527454,Hospital
4e57cc14c65b219786a216a5,عيادة رياض,25.33749069199301,55.427036709497436,Hospital
4dd87e3bb0fb8af380a1ffda,Al Qassimi Hospital (مستشفى القاسمي),25.341935190404612,55.432416860838,Hospital
4e4f5b89fa7626401ea90842,Central Private Hospital,25.36091853640853,55.398227460510064,Hospital
5095e7efe4b0385776824c7b,public health clinic,25.364920641086517,55.40431396499947,Hospital
4dc87712fa761aaccad8e4a6,SAMC,25.32662974662817,55.461623668670654,Hospital
50e307b2e4b03fab0113db17,Marina Medical Center,25.085644530890626,55.39130903824835,Hospital
515120d6e4b057ba66a13794,Clinic & Medical Service Section (Warsan Branch),25.17064,55.390099,Hospital
4f39ed7ee4b0f450d6aae0b8,Dubai Diabetes Center مركز دبي للسكري,25.19080118991118,55.45830029413051,Hospital
4d0ac2b86c51a143b547a635,Belhoul Specialty Hospital,25.190384703949785,55.461480818706704,Hospital
5186747b498e26edfb464f05,Al Zahra Private Hospital,25.106235336567785,55.18093460266525,Hospital
5c5ace89724750002c986c21,Emirates Hospital,25.044941,55.241386999999996,Hospital
5bde80a4c97f28002c081c9b,Mediclinic Parkview Hospital,25.065578,55.248903000000006,Hospital
4e3f69defa76455375d24fed,Saudi German Hospital (المستشفى السعودي الألماني),25.097217999999998,55.183406999999995,Hospital
5128fbd0e4b020f716a31218,Saudi German Hospital Dubai General Ward,25.096738583860155,55.18398092935434,Hospital
4f1bc38ae4b0c74ef23ce3bd,Sharjah University Hospital,25.29885650933404,55.48904772300432,Hospital
4bd7c3770b779c7460ee05a0,Royal Hospital,25.31560214644804,55.5182132676206,Hospital
537c46b4498e6e0931607dd5,Dubai Health Authority,24.972678,55.130871,Hospital
586cbed40037eb4b1010cfc9,Al Amal Psychiatry Hospital,25.154579000000002,55.514402000000004,Hospital
5f758bee3d7c6467d221a4c1,National Screen Center,25.240374,55.468359,Hospital
4ba0aefdf964a520737737e3,Mediclinic Al Sufouh,25.101528077080737,55.16103440187932,Hospital
569de7d7498e0dda5822458b,American Hospital Media City,25.10060836168527,55.168664127382755,Hospital
4edb858b77c8274efe75bde5,Dubai Media City Asylum,25.09720590145557,55.15658406723589,Hospital
51ae3590498e8a3e50940256,مستشفى القرهود الخاص,25.141299066876563,55.331347253425854,Hospital
5097c14fe4b0625eb931ee46,Al Zahra Hospital,25.059395255329708,55.280057733850576,Hospital
5f254185e8a8df596bd77690,DPI Testing Tent,24.895671,54.935168000000004,Hospital
4febef8de4b096851f6b6a31,Hatta Hospital,24.80022789883089,56.127604222789905,Hospital
4d96de13daec224b1dc2213e,Emirates Hospital,25.085691463871946,55.14197276742152,Hospital
54906d9d498e23bc5fc238ab,NMC hospital DIP,25.00284425147377,55.153880184168635,Hospital
510d2d70e4b0f2f1a4117a4f,"Medcare Medical Centre, Jumeirah Beach Residence",25.080397270379294,55.137569926656745,Hospital
503cc1fde4b08a79e9388927,iCARE Clinics,25.05021733355282,55.13271779606271,Hospital
4cdadf2fa1bba35d295691e5,Cedars Jabel Ali International Hospital,25.044659369722012,55.13932133546422,Hospital
4d231837b69c6dcb990b8895,Aster Medical Center,25.04715896141221,55.13022669510745,Hospital
4d14ee216c8b548169f2dacc,Cedars Jebel Ali Hospital,25.02053899448195,55.08030393571928,Hospital
51dcfc9a498ec699362742d6,Cedars-Jebel Ali International Hospital,25.015637594525995,55.087742624890936,Hospital
5c8b4758f4b525002cee8be4,Alqudra Dha Clinic,24.842335000000002,55.328217,Hospital
5fe715673850f773449aab68,Neuro Spinal Hospital (Main Branch),25.075684,55.246173999999996,Hospital
5a856226cbcdee35fe30b636,ENT Unit NMC Hospital DIP,25.002969,55.154121999999994,Hospital
